,E_c1,tau_c1,alpha_1,E_c2,tau_c2,alpha_2,Best_Cost,LSE
mean,2807.634572237597,0.18568270120127883,0.4133431352162501,71.82444485957708,1.1609288319382634,0.07769979683035348,1.925397054563763,2.862164027168819
std,3.811048930605514e-06,1.353925700821281e-09,9.138286210201405e-10,6.403033214865177e-07,4.8955599304321815e-09,6.513427105740183e-10,2.482534153247273e-16,2.220446049250313e-16
