,E_c1,tau_c1,alpha_1,beta_1,E_c2,tau_c2,alpha_2,Best_Cost,LSE
mean,2431.127161713135,0.643376286363998,0.30850140004135507,8.091704300333682e-05,275.85705298484527,1.9099685303333176,0.06023822599176146,0.34130132324628354,1.273674411366959
std,1.699277936494792,0.0025439484850246653,8.739302253464592e-05,9.8299076415678e-05,0.08061556690841867,0.006607383641993881,2.5245254107982838e-05,4.890617954829497e-07,9.12544521117491e-07
