,E_c1,tau_c1,alpha_1,beta_1,E_c2,tau_c2,alpha_2,Best_Cost,LSE
mean,2759.6406547288097,0.7310025609355594,0.30951478458918535,0.30951478458918535,346.75024382410044,2.060487407705576,0.06133378687123151,0.3749045688885544,1.2253505922130261
std,49.346996380862514,0.07295339824151308,0.002467486659167997,0.002467486659167997,2.720620608735662,0.18078990101067452,0.0006682062187527265,0.0008827227210684962,0.0014420716004900588
