,E_c1,tau_c1,alpha_1,beta_1,E_c2,tau_c2,alpha_2,Best_Cost,LSE
mean,2410.5896198746195,2.3446395499844774,0.31865858467507063,0.04597954393052035,328.4588702612193,6.306266173856895,0.05559989228473554,0.22415566800828182,1.1662650410029514
std,158.71887807741467,0.5961526336634214,0.004229878410431509,0.011188930174814017,0.7533366962962472,1.4609158792264483,0.0008477852390747667,0.00013972394402178706,0.0003634286967244977
